apk,cls,method,sig,event,target_invoke,invoke_off,branch_srcs,direction,app_code,ev
com.tananaev.passportreader_22.apk,com.google.android.gms.measurement.internal.zzpg,zzaG,(Ljava/lang/String;J)Z,SecureRandomSpec_next1Event,Ljava/security/SecureRandom;.nextInt:(I)I,0b9c,0b63,forward,0,['SecureRandomSpec_next1Event']
com.tananaev.passportreader_22.apk,org.bouncycastle.cms.jcajce.JceCMSContentEncryptorBuilder$CMSOutputEncryptor,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSContentEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0024,0018,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
com.tananaev.passportreader_22.apk,org.bouncycastle.cms.jcajce.JceCMSMacCalculatorBuilder$CMSMacCalculator,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSMacCalculatorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0028,001c,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
com.tananaev.passportreader_22.apk,org.bouncycastle.est.jcajce.JcaJceUtils,createKeyManagerFactory,(Ljava/lang/String;Ljava/lang/String;Ljava/security/KeyStore;[C)Ljavax/net/ssl/KeyManagerFactory;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,001c,0014,forward,0,['KeyManagerFactorySpec_initEvent']
com.tananaev.passportreader_22.apk,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CRLImpl,doVerify,(Ljava/security/PublicKey;Ljava/security/Signature;)V,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,004a,001d|0028,forward,0,['SignatureSpec_i4Event']
com.tananaev.passportreader_22.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00b8,00a0,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
com.tananaev.passportreader_22.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007c,0074,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.bouncycastle.openssl.jcajce.JceOpenSSLPKCS8DecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,00c8,0108,backward,0,['CipherSpec_i2Event']
com.tananaev.passportreader_22.apk,org.bouncycastle.openssl.jcajce.PEMUtilities,crypt,(ZLorg/bouncycastle/jcajce/util/JcaJceHelper;[B[CLjava/lang/String;[B)[B,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0130,0121,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
com.tananaev.passportreader_22.apk,org.bouncycastle.operator.jcajce.JcaContentSignerBuilder,build,(Ljava/security/PrivateKey;)Lorg/bouncycastle/operator/ContentSigner;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,001f,0011,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.bouncycastle.operator.jcajce.JceInputDecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,004a,0061,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
com.tananaev.passportreader_22.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.jmrtd.lds.SignedDataUtil,signData,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/bouncycastle/asn1/cms/ContentInfo;Ljava/security/PrivateKey;Ljava/lang/String;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,001f,0017,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.spongycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/spongycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/spongycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007f,0077,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.spongycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.spongycastle.x509.X509Util,calculateSignature,(Lorg/spongycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/spongycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
com.tananaev.passportreader_22.apk,org.spongycastle.x509.X509Util,calculateSignature,(Lorg/spongycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/spongycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
com.vermont.possin_8.apk,org.bitcoinj.crypto.X509Utils,loadKeyStore,(Ljava/lang/String;Ljava/lang/String;Ljava/io/InputStream;)Ljava/security/KeyStore;,KeyStoreSpec_loadEvent,Ljava/security/KeyStore;.load:(Ljava/io/InputStream;[C)V,0014,000f,forward,0,['KeyStoreSpec_loadEvent']
com.vermont.possin_8.apk,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CRLImpl,checkSignature,(Ljava/security/PublicKey;Ljava/security/Signature;Lorg/bouncycastle/asn1/ASN1Encodable;[B)V,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,000d,0005,forward,0,['SignatureSpec_i4Event']
com.vermont.possin_8.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00bd,00a5,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
com.vermont.possin_8.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007c,0074,forward,0,['SignatureSpec_i1Event']
com.vermont.possin_8.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0024,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP224K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP224R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP256K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP256R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP384R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.math.ec.custom.sec.SecP521R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0023,backward,0,['SecureRandomSpec_next2Event']
com.vermont.possin_8.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
com.vermont.possin_8.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
com.yogeshpaliyal.deepr_28.apk,com.google.android.gms.measurement.internal.zzpg,zzaG,(Ljava/lang/String;J)Z,SecureRandomSpec_next1Event,Ljava/security/SecureRandom;.nextInt:(I)I,0b97,0b60,forward,0,['SecureRandomSpec_next1Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.cert.crmf.jcajce.JceCRMFEncryptorBuilder$CRMFOutputEncryptor,<init>,(Lorg/bouncycastle/cert/crmf/jcajce/JceCRMFEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0032,0026,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.cms.jcajce.JceCMSMacCalculatorBuilder$CMSMacCalculator,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSMacCalculatorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0028,001c,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.est.jcajce.JcaJceUtils,createKeyManagerFactory,(Ljava/lang/String;Ljava/lang/String;Ljava/security/KeyStore;[C)Ljavax/net/ssl/KeyManagerFactory;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,001c,0014,forward,0,['KeyManagerFactorySpec_initEvent']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.jcajce.provider.asymmetric.compositesignatures.SignatureSpi,processPreHashedMessage,([B)V,SignatureSpec_updateEvent,Ljava/security/Signature;.update:([BII)V,0058,004c,forward,0,['SignatureSpec_updateEvent']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0097,00b9,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12PBMAC1KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00d1,00f3,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007d,0075,forward,0,['SignatureSpec_i1Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0024,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP224K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP224R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP256K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP256R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP384R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.math.ec.custom.sec.SecP521R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0023,backward,0,['SecureRandomSpec_next2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.openssl.jcajce.JceOpenSSLPKCS8DecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,00ce,010e,backward,0,['CipherSpec_i2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.openssl.jcajce.PEMUtilities,crypt,(ZLorg/bouncycastle/jcajce/util/JcaJceHelper;[B[CLjava/lang/String;[B)[B,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0137,0128,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.operator.jcajce.JcaContentSignerBuilder,build,(Ljava/security/PrivateKey;)Lorg/bouncycastle/operator/ContentSigner;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0045,0037,forward,0,['SignatureSpec_i1Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.operator.jcajce.JceAsymmetricKeyUnwrapper,generateUnwrappedKey,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;[B)Lorg/bouncycastle/operator/GenericKey;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,0081,0075,forward,0,['CipherSpec_i2Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.operator.jcajce.JceInputDecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,004a,0061,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
de.markusfisch.android.binaryeye_174.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
dev.ukanth.ufirewall_20260301.apk,org.xbill.DNS.DNSSEC,sign,(Ljava/security/PrivateKey;Ljava/security/PublicKey;I[BLjava/lang/String;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,001b,000f,forward,0,['SignatureSpec_i1Event']
eu.faircode.email_2322.apk,org.apache.poi.poifs.crypt.CryptoFunctions,getCipher,(Ljava/security/Key;Lorg/apache/poi/poifs/crypt/CipherAlgorithm;Lorg/apache/poi/poifs/crypt/ChainingMode;[BILjava/lang/String;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00a2,0093,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
eu.faircode.email_2322.apk,org.apache.poi.poifs.crypt.binaryrc4.BinaryRC4Decryptor,initCipherForBlock,(Ljavax/crypto/Cipher;ILorg/apache/poi/poifs/crypt/EncryptionInfo;Ljavax/crypto/SecretKey;I)Ljavax/crypto/Cipher;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,003e,002b,forward,0,['CipherSpec_i2Event']
eu.faircode.email_2322.apk,org.apache.poi.poifs.crypt.cryptoapi.CryptoAPIDecryptor,initCipherForBlock,(Ljavax/crypto/Cipher;ILorg/apache/poi/poifs/crypt/EncryptionInfo;Ljavax/crypto/SecretKey;I)Ljavax/crypto/Cipher;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,0057,0048,forward,0,['CipherSpec_i2Event']
eu.faircode.email_2322.apk,org.bouncycastle.cert.crmf.jcajce.JceCRMFEncryptorBuilder$CRMFOutputEncryptor,<init>,(Lorg/bouncycastle/cert/crmf/jcajce/JceCRMFEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0032,0026,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
eu.faircode.email_2322.apk,org.bouncycastle.cms.jcajce.JceCMSMacCalculatorBuilder$CMSMacCalculator,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSMacCalculatorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0028,001c,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
eu.faircode.email_2322.apk,org.bouncycastle.est.jcajce.JcaJceUtils,createKeyManagerFactory,(Ljava/lang/String;Ljava/lang/String;Ljava/security/KeyStore;[C)Ljavax/net/ssl/KeyManagerFactory;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,001c,0014,forward,0,['KeyManagerFactorySpec_initEvent']
eu.faircode.email_2322.apk,org.bouncycastle.jcajce.provider.asymmetric.compositesignatures.SignatureSpi,processPreHashedMessage,([B)V,SignatureSpec_updateEvent,Ljava/security/Signature;.update:([BII)V,0058,004c,forward,0,['SignatureSpec_updateEvent']
