apk,cls,method,sig,event,target_invoke,invoke_off,branch_srcs,direction,app_code,ev
eu.faircode.email_2322.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0097,00b9,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
eu.faircode.email_2322.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12PBMAC1KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00d1,00f3,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
eu.faircode.email_2322.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007d,0075,forward,0,['SignatureSpec_i1Event']
eu.faircode.email_2322.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
eu.faircode.email_2322.apk,org.bouncycastle.jsse.provider.ProvKeyManagerFactorySpi,getDefaultKeyStore,()Lorg/bouncycastle/jsse/provider/KeyStoreConfig;,KeyStoreSpec_loadEvent,Ljava/security/KeyStore;.load:(Ljava/io/InputStream;[C)V,006d,0047,forward,0,['KeyStoreSpec_loadEvent']
eu.faircode.email_2322.apk,org.bouncycastle.jsse.provider.ProvTrustManagerFactorySpi,getDefaultTrustStore,()Ljava/security/KeyStore;,KeyStoreSpec_loadEvent,Ljava/security/KeyStore;.load:(Ljava/io/InputStream;[C)V,00dd,00b7,forward,0,['KeyStoreSpec_loadEvent']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0024,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP224K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP224R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP256K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP256R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP384R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.math.ec.custom.sec.SecP521R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0023,backward,0,['SecureRandomSpec_next2Event']
eu.faircode.email_2322.apk,org.bouncycastle.openssl.jcajce.JceOpenSSLPKCS8DecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,00ce,010e,backward,0,['CipherSpec_i2Event']
eu.faircode.email_2322.apk,org.bouncycastle.openssl.jcajce.PEMUtilities,crypt,(ZLorg/bouncycastle/jcajce/util/JcaJceHelper;[B[CLjava/lang/String;[B)[B,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0130,0121,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
eu.faircode.email_2322.apk,org.bouncycastle.operator.jcajce.JcaContentSignerBuilder,build,(Ljava/security/PrivateKey;)Lorg/bouncycastle/operator/ContentSigner;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0045,0037,forward,0,['SignatureSpec_i1Event']
eu.faircode.email_2322.apk,org.bouncycastle.operator.jcajce.JceAsymmetricKeyUnwrapper,generateUnwrappedKey,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;[B)Lorg/bouncycastle/operator/GenericKey;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,0081,0075,forward,0,['CipherSpec_i2Event']
eu.faircode.email_2322.apk,org.bouncycastle.operator.jcajce.JceInputDecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,004a,0061,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
eu.faircode.email_2322.apk,org.bouncycastle.tls.crypto.impl.jcajce.JcaTlsCrypto,createStreamSigner,(Lorg/bouncycastle/jcajce/util/JcaJceHelper;Ljava/lang/String;Ljava/security/spec/AlgorithmParameterSpec;Ljava/security/PrivateKey;Ljava/security/SecureRandom;)Lorg/bouncycastle/tls/crypto/TlsStreamSigner;,SignatureSpec_i2Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,0026,000f,forward,0,['SignatureSpec_i2Event']
eu.faircode.email_2322.apk,org.bouncycastle.tls.crypto.impl.jcajce.JcaTlsCrypto,createStreamSigner,(Lorg/bouncycastle/jcajce/util/JcaJceHelper;Ljava/lang/String;Ljava/security/spec/AlgorithmParameterSpec;Ljava/security/PrivateKey;Ljava/security/SecureRandom;)Lorg/bouncycastle/tls/crypto/TlsStreamSigner;,SignatureSpec_i2Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,0041,0039,forward,0,['SignatureSpec_i2Event']
eu.faircode.email_2322.apk,org.bouncycastle.tls.crypto.impl.jcajce.JcaTlsCrypto,createStreamVerifier,(Ljava/lang/String;Ljava/security/spec/AlgorithmParameterSpec;[BLjava/security/PublicKey;)Lorg/bouncycastle/tls/crypto/TlsStreamVerifier;,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,002b,0023,forward,0,['SignatureSpec_i4Event']
eu.faircode.email_2322.apk,org.bouncycastle.tls.crypto.impl.jcajce.JcaTlsCrypto,createTls13Verifier,(Ljava/lang/String;Ljava/security/spec/AlgorithmParameterSpec;Ljava/security/PublicKey;)Lorg/bouncycastle/tls/crypto/Tls13Verifier;,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,002b,0023,forward,0,['SignatureSpec_i4Event']
eu.faircode.email_2322.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
eu.faircode.email_2322.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
eu.opencloud.android_9.apk,eu.opencloud.android.presentation.security.biometric.BiometricViewModel,generateAndStoreKey,()V,KeyStoreSpec_loadEvent,Ljava/security/KeyStore;.load:(Ljava/security/KeyStore$LoadStoreParameter;)V,004a,003f,forward,1,['KeyStoreSpec_loadEvent']
eu.opencloud.android_9.apk,eu.opencloud.android.presentation.security.biometric.BiometricViewModel,initCipher,()Ljavax/crypto/Cipher;,KeyStoreSpec_loadEvent,Ljava/security/KeyStore;.load:(Ljava/security/KeyStore$LoadStoreParameter;)V,0035,002c,forward,1,['KeyStoreSpec_loadEvent']
github.paroj.dsub2000_217.apk,org.eclipse.jetty.util.security.CertificateUtils,getKeyStore,(Lorg/eclipse/jetty/util/resource/Resource;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/security/KeyStore;,KeyStoreSpec_loadEvent,Ljava/security/KeyStore;.load:(Ljava/io/InputStream;[C)V,002e,26,forward,0,['KeyStoreSpec_loadEvent']
github.paroj.dsub2000_217.apk,org.eclipse.jetty.util.ssl.SslContextFactory,getKeyManagers,(Ljava/security/KeyStore;)[Ljavax/net/ssl/KeyManager;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,002a,19,forward,0,['KeyManagerFactorySpec_initEvent']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.cert.crmf.jcajce.JceCRMFEncryptorBuilder$CRMFOutputEncryptor,<init>,(Lorg/bouncycastle/cert/crmf/jcajce/JceCRMFEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0047,0038,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.cms.jcajce.JceCMSMacCalculatorBuilder$CMSMacCalculator,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSMacCalculatorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0036,0027,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.est.jcajce.JcaJceUtils,createKeyManagerFactory,(Ljava/lang/String;Ljava/lang/String;Ljava/security/KeyStore;[C)Ljavax/net/ssl/KeyManagerFactory;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,003a,0021|002a,forward,0,['KeyManagerFactorySpec_initEvent']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.jcajce.provider.asymmetric.compositesignatures.SignatureSpi,processPreHashedMessage,([B)V,SignatureSpec_updateEvent,Ljava/security/Signature;.update:([BII)V,0076,0067,forward,0,['SignatureSpec_updateEvent']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0096,008a,forward,0,['SignatureSpec_i1Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,002a,001a,forward,0,['SignatureSpec_i1Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0033,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP224K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP224R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP256K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP256R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP384R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.math.ec.custom.sec.SecP521R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0032,backward,0,['SecureRandomSpec_next2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.openssl.jcajce.PEMUtilities,crypt,(ZLorg/bouncycastle/jcajce/util/JcaJceHelper;[B[CLjava/lang/String;[B)[B,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,01b6,01a3,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.operator.jcajce.JcaContentSignerBuilder,build,(Ljava/security/PrivateKey;)Lorg/bouncycastle/operator/ContentSigner;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,005b,0049,forward,0,['SignatureSpec_i1Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.operator.jcajce.JcaContentVerifierProviderBuilder,createRawSig,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;Ljava/security/PublicKey;)Ljava/security/Signature;,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,001a,0010,forward,0,['SignatureSpec_i4Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.operator.jcajce.JceAsymmetricKeyUnwrapper,generateUnwrappedKey,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;[B)Lorg/bouncycastle/operator/GenericKey;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,00dc,00cc,forward,0,['CipherSpec_i2Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0020,0010,forward,0,['SignatureSpec_i1Event']
it.niedermann.owncloud.notes_340000090.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0020,0010,forward,0,['SignatureSpec_i1Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.jcajce.provider.asymmetric.compositesignatures.SignatureSpi,processPreHashedMessage,([B)V,SignatureSpec_updateEvent,Ljava/security/Signature;.update:([BII)V,0058,004c,forward,0,['SignatureSpec_updateEvent']
me.diamondforge.tokn_19.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0097,00b9,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
me.diamondforge.tokn_19.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12PBMAC1KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00d1,00f3,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
me.diamondforge.tokn_19.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007d,0075,forward,0,['SignatureSpec_i1Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0024,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP224K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP224R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP256K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP256R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP384R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.math.ec.custom.sec.SecP521R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0023,backward,0,['SecureRandomSpec_next2Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
me.diamondforge.tokn_19.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
org.css_apps_m3.password_manager_16.apk,com.mysql.jdbc.ExportControlled,getSSLSocketFactoryDefaultOrConfigured,(Lcom/mysql/jdbc/MysqlIO;)Ljavax/net/ssl/SSLSocketFactory;,TrustManagerFactorySpec_initEvent,Ljavax/net/ssl/TrustManagerFactory;.init:(Ljava/security/KeyStore;)V,304,283,forward,0,['TrustManagerFactorySpec_initEvent']
org.fedorahosted.freeotp_48.apk,org.fedorahosted.freeotp.Token,getCode,(Ljava/security/Key;)Lorg/fedorahosted/freeotp/Code;,MacSpec_i1Event,Ljavax/crypto/Mac;.init:(Ljava/security/Key;)V,79,72,forward,1,['MacSpec_i1Event']
