apk,arm,rep,timeout,lines,k4,k5,k7,mop_unique_tasks
org.quantumbadger.redreader_117.apk,droidbot:bfs_naive,2,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidbot:bfs_naive,2,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,droidbot:bfs_naive,2,300,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,droidbot:bfs_naive,3,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidbot:bfs_naive,3,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,droidbot:bfs_naive,3,300,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ape,1,60,30,5,10,10,10.0
org.quantumbadger.redreader_117.apk,ape,1,180,26,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ape,1,300,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ape,2,60,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ape,2,180,16,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ape,2,300,36,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ape,3,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,ape,3,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ape,3,300,36,6,13,13,13.0
org.quantumbadger.redreader_117.apk,droidmate,1,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidmate,1,180,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidmate,1,300,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,droidmate,2,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidmate,2,180,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidmate,2,300,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidmate,3,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidmate,3,180,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,droidmate,3,300,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,humanoid,1,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,humanoid,1,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,humanoid,1,300,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,humanoid,2,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,humanoid,2,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,humanoid,2,300,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,humanoid,3,60,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,humanoid,3,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,humanoid,3,300,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ares,1,60,20,5,10,10,10.0
org.quantumbadger.redreader_117.apk,ares,1,180,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ares,1,300,33,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ares,2,60,20,5,10,10,10.0
org.quantumbadger.redreader_117.apk,ares,2,180,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ares,2,300,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ares,3,60,16,5,10,10,10.0
org.quantumbadger.redreader_117.apk,ares,3,180,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,ares,3,300,23,6,13,13,13.0
org.quantumbadger.redreader_117.apk,fastbot,1,60,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,fastbot,1,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,fastbot,1,300,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,fastbot,2,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,fastbot,2,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,fastbot,2,300,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,fastbot,3,60,6,4,6,6,6.0
org.quantumbadger.redreader_117.apk,fastbot,3,180,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,fastbot,3,300,13,6,13,13,13.0
org.quantumbadger.redreader_117.apk,qtesting,1,60,33,6,13,13,13.0
org.quantumbadger.redreader_117.apk,qtesting,1,180,76,6,13,13,13.0
org.quantumbadger.redreader_117.apk,qtesting,1,300,75,6,13,13,13.0
org.quantumbadger.redreader_117.apk,qtesting,2,60,20,5,10,10,10.0
org.quantumbadger.redreader_117.apk,qtesting,2,180,52,6,13,13,13.0
org.quantumbadger.redreader_117.apk,qtesting,2,300,92,6,13,13,13.0
org.quantumbadger.redreader_117.apk,qtesting,3,60,10,5,10,10,10.0
org.quantumbadger.redreader_117.apk,qtesting,3,180,46,6,13,13,13.0
org.quantumbadger.redreader_117.apk,qtesting,3,300,59,6,13,13,13.0
ua.com.radiokot.photoprism_67.apk,monkey,1,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,monkey,1,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,monkey,1,300,7,2,7,7,7
ua.com.radiokot.photoprism_67.apk,monkey,2,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,monkey,2,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,monkey,2,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,monkey,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,monkey,3,180,7,2,7,7,7
ua.com.radiokot.photoprism_67.apk,monkey,3,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,1,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,1,180,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,1,300,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,2,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,2,180,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,2,300,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,3,180,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_greedy,3,300,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,1,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,1,180,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,1,300,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,2,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,2,180,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,2,300,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,3,180,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_greedy,3,300,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,1,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,1,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,1,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,2,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,2,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,2,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,3,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:dfs_naive,3,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,1,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,1,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,1,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,2,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,2,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,2,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,3,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidbot:bfs_naive,3,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ape,1,60,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,ape,1,180,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,ape,1,300,24,3,12,12,12
ua.com.radiokot.photoprism_67.apk,ape,2,60,7,2,7,7,7
ua.com.radiokot.photoprism_67.apk,ape,2,180,28,7,16,16,16
ua.com.radiokot.photoprism_67.apk,ape,2,300,40,5,14,14,14
ua.com.radiokot.photoprism_67.apk,ape,3,60,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,ape,3,180,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,ape,3,300,26,5,14,14,14
ua.com.radiokot.photoprism_67.apk,droidmate,1,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,1,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,1,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,2,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,2,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,2,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,3,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,droidmate,3,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,humanoid,1,60,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,humanoid,1,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,humanoid,1,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,humanoid,2,60,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,humanoid,2,180,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,humanoid,2,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,humanoid,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,humanoid,3,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,humanoid,3,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,1,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,1,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,1,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,2,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,2,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,2,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,3,180,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,ares,3,300,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,fastbot,1,60,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,fastbot,1,180,36,3,12,12,12
ua.com.radiokot.photoprism_67.apk,fastbot,1,300,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,fastbot,2,60,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,fastbot,2,180,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,fastbot,2,300,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,fastbot,3,60,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,fastbot,3,180,14,5,14,14,14
ua.com.radiokot.photoprism_67.apk,fastbot,3,300,28,5,14,14,14
ua.com.radiokot.photoprism_67.apk,qtesting,1,60,12,3,12,12,12
ua.com.radiokot.photoprism_67.apk,qtesting,1,180,67,3,12,12,12
ua.com.radiokot.photoprism_67.apk,qtesting,1,300,74,3,12,12,12
ua.com.radiokot.photoprism_67.apk,qtesting,2,60,24,3,12,12,12
ua.com.radiokot.photoprism_67.apk,qtesting,2,180,48,3,12,12,12
ua.com.radiokot.photoprism_67.apk,qtesting,2,300,43,3,12,12,12
ua.com.radiokot.photoprism_67.apk,qtesting,3,60,0,0,0,0,0
ua.com.radiokot.photoprism_67.apk,qtesting,3,180,33,5,14,14,14
ua.com.radiokot.photoprism_67.apk,qtesting,3,300,36,3,12,12,12
app.maskan.chat_90.apk,monkey,1,60,25,13,24,24,24.0
app.maskan.chat_90.apk,monkey,1,180,32,16,31,31,31.0
app.maskan.chat_90.apk,monkey,2,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,1,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,1,180,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,1,300,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,2,60,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,2,180,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,2,300,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,3,60,20,11,19,19,19.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,3,180,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:dfs_greedy,3,300,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,1,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,1,180,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,1,300,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,2,180,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,2,300,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,3,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,3,180,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,3,300,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:dfs_naive,1,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:dfs_naive,1,180,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:dfs_naive,1,300,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:dfs_naive,2,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:dfs_naive,2,180,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:dfs_naive,2,300,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:dfs_naive,3,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:dfs_naive,3,180,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:dfs_naive,3,300,32,16,31,31,31.0
app.maskan.chat_90.apk,droidbot:bfs_naive,1,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:bfs_naive,1,180,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:bfs_naive,1,300,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:bfs_naive,2,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:bfs_naive,2,180,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:bfs_naive,2,300,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:bfs_naive,3,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidbot:bfs_naive,3,180,27,13,26,26,26.0
app.maskan.chat_90.apk,droidbot:bfs_naive,3,300,35,19,34,34,34.0
app.maskan.chat_90.apk,ape,1,60,52,13,26,26,26.0
app.maskan.chat_90.apk,ape,1,180,60,19,34,34,34.0
app.maskan.chat_90.apk,ape,1,300,117,19,34,34,34.0
app.maskan.chat_90.apk,ape,2,60,100,13,24,24,24.0
app.maskan.chat_90.apk,ape,2,180,150,13,24,24,24.0
app.maskan.chat_90.apk,ape,2,300,220,19,34,34,34.0
app.maskan.chat_90.apk,ape,3,60,75,13,24,24,24.0
app.maskan.chat_90.apk,ape,3,180,35,19,34,34,34.0
app.maskan.chat_90.apk,ape,3,300,67,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,1,60,25,13,24,24,24.0
app.maskan.chat_90.apk,droidmate,1,180,70,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,1,300,120,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,2,60,35,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,2,180,70,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,2,300,105,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,3,60,35,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,3,180,60,19,34,34,34.0
app.maskan.chat_90.apk,droidmate,3,300,95,19,34,34,34.0
app.maskan.chat_90.apk,humanoid,1,60,25,13,24,24,24.0
app.maskan.chat_90.apk,humanoid,1,180,25,13,24,24,24.0
app.maskan.chat_90.apk,humanoid,1,300,27,13,26,26,26.0
app.maskan.chat_90.apk,humanoid,2,60,25,13,24,24,24.0
app.maskan.chat_90.apk,humanoid,2,180,25,13,24,24,24.0
app.maskan.chat_90.apk,humanoid,2,300,25,13,24,24,24.0
app.maskan.chat_90.apk,humanoid,3,60,25,13,24,24,24.0
app.maskan.chat_90.apk,humanoid,3,180,27,13,26,26,26.0
app.maskan.chat_90.apk,humanoid,3,300,32,16,31,31,31.0
app.maskan.chat_90.apk,ares,1,60,50,13,24,24,24.0
app.maskan.chat_90.apk,ares,1,180,50,13,24,24,24.0
app.maskan.chat_90.apk,ares,1,300,50,13,24,24,24.0
app.maskan.chat_90.apk,ares,2,60,50,13,24,24,24.0
app.maskan.chat_90.apk,ares,2,180,43,13,24,24,24.0
app.maskan.chat_90.apk,ares,2,300,50,13,24,24,24.0
app.maskan.chat_90.apk,ares,3,60,50,13,24,24,24.0
app.maskan.chat_90.apk,ares,3,180,43,13,24,24,24.0
app.maskan.chat_90.apk,ares,3,300,60,19,34,34,34.0
app.maskan.chat_90.apk,fastbot,1,60,35,19,34,34,34.0
app.maskan.chat_90.apk,fastbot,1,180,25,13,24,24,24.0
app.maskan.chat_90.apk,fastbot,1,300,35,19,34,34,34.0
app.maskan.chat_90.apk,fastbot,2,60,35,19,34,34,34.0
app.maskan.chat_90.apk,fastbot,2,180,32,16,31,31,31.0
app.maskan.chat_90.apk,fastbot,2,300,35,19,34,34,34.0
app.maskan.chat_90.apk,fastbot,3,60,27,13,26,26,26.0
app.maskan.chat_90.apk,fastbot,3,180,35,19,34,34,34.0
app.maskan.chat_90.apk,fastbot,3,300,25,13,24,24,24.0
app.maskan.chat_90.apk,qtesting,1,60,102,16,27,27,27.0
app.maskan.chat_90.apk,qtesting,1,180,432,16,31,31,31.0
app.maskan.chat_90.apk,qtesting,1,300,978,19,34,34,34.0
app.maskan.chat_90.apk,qtesting,2,60,82,16,29,29,29.0
app.maskan.chat_90.apk,qtesting,2,180,511,16,27,27,27.0
app.maskan.chat_90.apk,qtesting,2,300,916,16,27,27,27.0
app.maskan.chat_90.apk,qtesting,3,60,114,19,34,34,34.0
app.maskan.chat_90.apk,qtesting,3,180,484,16,27,27,27.0
app.maskan.chat_90.apk,qtesting,3,300,889,16,27,27,27.0
ch.rmy.android.http_shortcuts_1104060001.apk,monkey,1,60,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,monkey,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,1,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,1,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,1,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,2,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,2,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,3,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_greedy,3,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,1,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,1,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,1,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,2,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,2,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,3,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_greedy,3,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,1,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,1,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,1,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,2,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,2,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,3,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:dfs_naive,3,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,1,60,0,0,0,0,0
app.maskan.chat_90.apk,monkey,1,300,35,19,34,34,34.0
app.maskan.chat_90.apk,droidbot:bfs_greedy,2,60,25,13,24,24,24.0
ch.rmy.android.http_shortcuts_1104060001.apk,monkey,2,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,1,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,1,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,2,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,2,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,3,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidbot:bfs_naive,3,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,1,60,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,1,180,11,3,11,11,11.0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,1,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,2,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,2,300,36,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,3,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ape,3,300,29,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,1,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,1,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,1,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,2,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,2,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,3,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,droidmate,3,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,1,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,1,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,1,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,2,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,2,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,3,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,3,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,humanoid,3,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,1,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,1,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,1,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,2,60,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,2,180,11,3,11,11,11.0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,2,300,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,3,60,0,0,0,0,0
app.maskan.chat_90.apk,monkey,2,300,35,19,34,34,34.0
ch.rmy.android.http_shortcuts_1104060001.apk,monkey,1,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,monkey,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,monkey,3,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,3,180,18,5,18,18,18.0
ch.rmy.android.http_shortcuts_1104060001.apk,ares,3,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,fastbot,1,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,fastbot,1,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,fastbot,1,300,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,fastbot,2,60,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,fastbot,2,180,0,0,0,0,0
ch.rmy.android.http_shortcuts_1104060001.apk,fastbot,2,300,0,0,0,0,0
